gene	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6	DMSO1_6
ENSRNOG00000010420	2018	2376	2292	2474	2193	2165
ENSRNOG00000010421	480	424	483	539	404	432
ENSRNOG00000010423	0	3	5	1	1	1
ENSRNOG00000010427	4511	4958	3887	3608	3553	4458
ENSRNOG00000010428	921	670	786	888	860	624
ENSRNOG00000010430	6.39255	8.09421	6.31634	8.04789	6.04302	3.16527
ENSRNOG00000010431	0	1	0	2	0	3
ENSRNOG00000010434	1619	1582	1344	1662	1483	1504
ENSRNOG00000010435	338	298	365	436	309	311
ENSRNOG00000010436	895	850	900.9998	963.9998	882.999654	778.0004
ENSRNOG00000010438	3974.49	3548.22	3958.12	5620	4481.43	3670.82
ENSRNOG00000010440	68	69	34.99997	68.99997	40.99996	55
ENSRNOG00000010446	0	0	0	0	0	0
ENSRNOG00000010447	108	93	102	101	68	98
ENSRNOG00000010448	4773.99857	4632.00587	4225.00158	4471.00093	4407.99571	4088.99728
ENSRNOG00000010449	0	0	0	0	0	0
ENSRNOG00000010450	102	89	69	69	68	104
ENSRNOG00000010451	0	0	0	1	0	2
ENSRNOG00000010452	12069.2	14758.8	12938.2	15178.8	12530.3	12491.7
ENSRNOG00000010453	1097	1122	1137	1051	1025	1067
ENSRNOG00000010454	0	2	0	1	2	2
ENSRNOG00000010457	618	519	553	617	599	497
ENSRNOG00000010459	7	2	11	7	3	3
ENSRNOG00000010461	846	981	881	848	908	812
ENSRNOG00000010463	17.0343	19.0537	14.0203	12.007	13.0333	12.0245
ENSRNOG00000010466	1947.9989	1628.0035	1743.9978	2026.9973	1712.0028	1625.0015
ENSRNOG00000010467	0	1	0	0	1	0
ENSRNOG00000010468	61.3954	47.1955	0.0539024	110.061	51.0153	78.2793
ENSRNOG00000010472	534.131	540.672	545.291	591.077	533.548	506.164
ENSRNOG00000010473	2265.001	1893.99700027312	1860.995	2335.00400010552	2076.1950782724	1972.00300015714
ENSRNOG00000010474	5076.996	4863.994	4917.997	4950.996	4546.003	4763
ENSRNOG00000010475	776	764	766	886	673	822
ENSRNOG00000010477	573.0002	447.99991	510.9997	589.99952	516.0001	402.0003
ENSRNOG00000010478	50.7153	54.9177	38.1306005	48.9879	17.6816	27.6858
ENSRNOG00000010479	2187.0007	1794.0008	1967	2174.9998	1873.0003	1842.9998
ENSRNOG00000010480	15	9	8	9	8	4
ENSRNOG00000010482	1268	1329	1373	1403	1250	1205
ENSRNOG00000010484	489.000189	421.9997	375.00032	453.9999	379.00044	385.9998
ENSRNOG00000010485	0	0	0	0	0	0
ENSRNOG00000010486	13	14	10	2	11	15
ENSRNOG00000010488	2593.28	1501.76	2278.61	3526.1	3054.8	1545.25
ENSRNOG00000010489	958	899.0001	590.0005	977.001	928.0008	849
ENSRNOG00000010490	17	20	17	14	18	7
ENSRNOG00000010492	383.00003	279.118	299	555	424.00024	230.108
ENSRNOG00000010495	830	765	837	788	730	733
ENSRNOG00000010496	407	423	404	445	415	391
ENSRNOG00000010497	8	0	5	6	4	4
ENSRNOG00000010502	524.9997	594	658.9998	594.0002	554.9997	513.0001
ENSRNOG00000010507	0	0	0	0	0	0
ENSRNOG00000010512	643	710	748	694	725	617
ENSRNOG00000010513	15	12	13	29	18	6
ENSRNOG00000010514	168	162	168	198	185	136
ENSRNOG00000010515	436	413	358	381	324	437
ENSRNOG00000010516	70	66	88	123	71	80
ENSRNOG00000010517	659.99994	568.00027	773	833.0001	514.99981	585.00035
ENSRNOG00000010518	13.4494	8.44076	4.13606	9.12121	7.63265	18.1268
ENSRNOG00000010519	41	52	78	71	71	47
ENSRNOG00000010520	303	259	299	336	278	264
ENSRNOG00000010522	70	61	61	42	46	62
ENSRNOG00000010523	1241	1277	1212	1521	1210	1230
ENSRNOG00000010524	44105	44542	29675	38288	35709	44616
ENSRNOG00000010526	425.0001	366	466.0002	455.672	514.0003	334.9998
ENSRNOG00000010528	230.649	234.751	224.561	194.203	148.85	184.129
ENSRNOG00000010529	825	677	911	918	829	660
ENSRNOG00000010531	2	3	5	4	2	3
ENSRNOG00000010532	166	191	182	226	161	160
ENSRNOG00000010533	606.9995	668.9996	625.9998	621.0004	575	581.0004
ENSRNOG00000010534	1292	1087	1205	1231	1074	1088
ENSRNOG00000010535	5	4	6	4	3	5
ENSRNOG00000010536	618	489	496	572	507	511
ENSRNOG00000010537	843	800	839	934	804	749
ENSRNOG00000010538	695	717	737	770	748	679
ENSRNOG00000010539	514	529	529	725	592	555
ENSRNOG00000010540	1550	1656.96	1565.93	1957.89	1583.97	1555.96
ENSRNOG00000010543	3898	3925	3563	4357	3640	3590
ENSRNOG00000010545	28.3857	22.931	31.3289	22.9623	26.9906	22.7075
ENSRNOG00000010546	0	0	0	0	0	0
ENSRNOG00000010547	0	0	0	0	0	0
ENSRNOG00000010549	2357	2428	2546	2625	2529	2392
ENSRNOG00000010550	931	932	960	1077	976	832
ENSRNOG00000010551	4	12	12	7	2	9
ENSRNOG00000010552	738	795	799	972	777	692
ENSRNOG00000010553	26	25	23	23	22	20
ENSRNOG00000010555	163.971	188.907	215.941	287.627	211.056	130.754
ENSRNOG00000010556	82.00005	73	84	98	74	71.99998
ENSRNOG00000010557	705	660	758	840	791	646
ENSRNOG00000010558	1896.78	1663.01	1554.77	2228	1651	1767
ENSRNOG00000010560	0	0	0	0	0	0
ENSRNOG00000010566	216	225	220	220	197	197
ENSRNOG00000010567	546.99958	531.0003	483.0005	591.9998	535.9996	452
ENSRNOG00000010572	447.129	510.89	343.821	500.396	417.988	405.991
ENSRNOG00000010573	0	0	0	0	0	1
ENSRNOG00000010574	763	681	712	888	795	628
ENSRNOG00000010575	311.28	288.75	370.474	332.509	261.449	278.173
ENSRNOG00000010580	841	832	885	939	937	770
ENSRNOG00000010584	1222.005	1245.999	1169	1147	1090	1235
ENSRNOG00000010587	729.794	680.189	741.975	695.4	644.316	687.013
ENSRNOG00000010588	1041	888	973	1174	1136	803
ENSRNOG00000010589	4122.649	3976.553	2862.5503	3165.4031	3194.582	3905.693
ENSRNOG00000010591	2017	1960	2057.999	2008.001	1751.9992	1936.0001
ENSRNOG00000010592	127	88	97	82	88	71
ENSRNOG00000010593	1411	1295	1262	1321	1109	1133
ENSRNOG00000010594	6	12	23	25	16	12
ENSRNOG00000010595	490	472	594	627	497	462
ENSRNOG00000010597	1	0	0	1	1	1
ENSRNOG00000010598	66	62	87	76	66	40
ENSRNOG00000010600	0	0	0	1	0	0
ENSRNOG00000010601	1701.004	1561.004	1758.997	1679	1541.996	1457.997
ENSRNOG00000010602	650.136	676.072	709.98	660.745	512.952	630.911
ENSRNOG00000010603	0	0	0	0	0	0
ENSRNOG00000010605	1	2	1	1	1	1
ENSRNOG00000010607	3	6	13	22	17	6
ENSRNOG00000010608	161	147	191.9995	161	137	136
ENSRNOG00000010609	2327.00457	2219.00019	1721.8226	2287.9483	2092.951778061	2006.91171
ENSRNOG00000010610	8	5.00606	3	10	8	8
ENSRNOG00000010616	254	276	328	367	315	237
ENSRNOG00000010617	5	4	22	18	10	7
ENSRNOG00000010620	967	821	753	891	680	778
ENSRNOG00000010624	1789	1742	1723.998	1770.9982	1592	1686
ENSRNOG00000010625	87	85	81	113	110	102
ENSRNOG00000010626	385.0005	426.9999	484.0007	375.999	456.9999	344
ENSRNOG00000010628	2118	2290	2099	2146	2091	2055
ENSRNOG00000010629	839	778	1141	1028	968	706
ENSRNOG00000010630	440.617	480.005	458.594	507.08	490.229	436.359
ENSRNOG00000010633	4615.995	3716.998	5121.003	7562	4256.001	3749.004
ENSRNOG00000010634	7	4	11.00001	8	7	3
ENSRNOG00000010635	542.264	527.459	671.516	670.43	654.061	458.251
ENSRNOG00000010636	430	396	387	513	381	412
ENSRNOG00000010637	441.0002	402.0004	554.0903	501.0002	412.0001	391.0004
ENSRNOG00000010640	0	0	0	0	0	0
ENSRNOG00000010642	571	576	551	683	537	533
ENSRNOG00000010643	6963.81	5999.081	7494.513	8389.063	6480.561	6006.61
ENSRNOG00000010645	1795.9966	2215.9951	2041.0048	1840.00058	1973.0031	2093.0019
ENSRNOG00000010646	66	58	75	63	47	69
ENSRNOG00000010649	4	4	4	14	2	4
ENSRNOG00000010650	184	145	139	167	154	156
ENSRNOG00000010652	724.3146	609.0681	658.0449	799.4226	677.0565	645.3048
ENSRNOG00000010653	862	609	851	930	891	713
ENSRNOG00000010655	3	2	10	3	4	2
ENSRNOG00000010657	44.11559	43.1022	28.0548	47.1255	35.1024	42.131
ENSRNOG00000010658	61.4185	79.52381	68.0408	51.5778	51.3765	47.6088
ENSRNOG00000010659	435	498	437	488	490.509	449
ENSRNOG00000010661	1	0	2	0	0	3
ENSRNOG00000010663	10	8	6	8	7	12
ENSRNOG00000010664	200	212	225	239	212	193
ENSRNOG00000010665	2	7	6	4	2	1
ENSRNOG00000010666	45	41	52	39	59	47
ENSRNOG00000010668	7608	7286	8016	7897	7917	7101
ENSRNOG00000010673	654	642	726	804	676	552
ENSRNOG00000010676	2999.9782	3057.996715779	3090.98235	2983.00127	2787.996734673	3005.99505275114
ENSRNOG00000010680	310.64137	251.3441	326.9397	398.17046	290.215392	264.97916
ENSRNOG00000010681	127	91	99.9999648	91	118.00015	96.00003
ENSRNOG00000010682	2392.0034	2193.9989	1771.0045	2079.0001	2032.9961	2176.0004
ENSRNOG00000010685	497	406	512.456	520	414.653	482
ENSRNOG00000010688	105.297	121.417	153.716	169.705	142.668	150.383
ENSRNOG00000010691	479	470	516	491	592	394
ENSRNOG00000010694	570.0004	554.9996	509.0003	619.0004	635.9995	540.0004
ENSRNOG00000010695	143	110	110	104	123	135
ENSRNOG00000010696	13	16	20	15	15	24
ENSRNOG00000010697	1852	1992	2732	2326	2222	1816
ENSRNOG00000010698	0	1	0	0	1	0
ENSRNOG00000010699	6	9	6	6	4	7
ENSRNOG00000010701	89	73	85	68	62	73
ENSRNOG00000010702	2677.998	2550.997	2445.001	2737	2314.003	2365.999
ENSRNOG00000010706	432	388	401	463	382	375
ENSRNOG00000010708	6965	5637	4312	6149	6379	5632
ENSRNOG00000010711	1863.64	1706.49	1430.37	1915.6	1550.41	1587.4
ENSRNOG00000010712	936	815	862	953	811	822
ENSRNOG00000010714	0	0	0	0	0	0
ENSRNOG00000010716	440	410	234	390	354	382
ENSRNOG00000010718	564	526	572	755	602	580
ENSRNOG00000010719	1607	1729	1589	1868	1596	1662
ENSRNOG00000010720	0	23.9892	0	0	0	0
ENSRNOG00000010721	861	726	759	853	644	849
ENSRNOG00000010725	3	2	4	5	2	5
ENSRNOG00000010727	1925	1774	2092	2250	2077	1874
ENSRNOG00000010728	728	719	662	741	683	674
ENSRNOG00000010729	1442	1369	1326	1386	1252	1324
ENSRNOG00000010730	0	0	0	0	0	0
ENSRNOG00000010731	264.00033	337	447.00039	287.99993	274.000143261	237
ENSRNOG00000010732	527.28	572.27	545.3	618.455	494.811	459.515
ENSRNOG00000010733	1068	1082	1335	1227	1194	985
ENSRNOG00000010735	1541.996	1442.001	1624.998	1744.998	1606.995	1405.003
ENSRNOG00000010736	20	3	11	12	13	11
ENSRNOG00000010737	2705	2504	2300	2460	2214	2184
ENSRNOG00000010741	1	1	1	1	1	0
ENSRNOG00000010743	131	126	127	141	83	134
ENSRNOG00000010744	1621.996	1576	1679.004	1849.003	1653.002	1436
ENSRNOG00000010746	13832.4	15507.5	14003.6	15739.4	13971.5	14708.5
ENSRNOG00000010747	1740	1604	2194	2145	2045	1364
ENSRNOG00000010748	2201.004	2163.995	2481.997	2484.0007	2242.9952	2121.00469
ENSRNOG00000010749	0	0	2	0	0	0
ENSRNOG00000010750	567	615	503	529	444	522
ENSRNOG00000010752	826	831	777	866	700	793
ENSRNOG00000010753	363	349	276	356	326	349
ENSRNOG00000010756	1600.0036429556	1464.99673	1561.00147	1659.99992	1732.99764	1390.0014
ENSRNOG00000010758	19	5	5	7	7	12.99996
ENSRNOG00000010760	93	96	115	137	112	144
ENSRNOG00000010761	0	0	0	0	0	0
ENSRNOG00000010763	18	21	29	25.8995	15	16.9926
ENSRNOG00000010765	12937.04	10724	7847	10594	10283	10833
ENSRNOG00000010768	1835	1743	1421	1733	1463	1614
ENSRNOG00000010769	0	0	0	4.10051	0	3.00742
ENSRNOG00000010771	2962	2259	2417	2932	2803	2246
ENSRNOG00000010775	1463.7867	1451.6294	1288.6952	1373.99681	1243.00022	1223.61581
ENSRNOG00000010776	1404	1193	1336	1395	1397	1113
ENSRNOG00000010777	150	102	274	224	165	86
ENSRNOG00000010780	1847.30891	1508.06018	2475.93059	1982.19912	2118.87788	1551.42493
ENSRNOG00000010783	510.31365	544.476	408.37249	482.4494	426.6587	479.6991
ENSRNOG00000010784	2	1	1	10	12	2
ENSRNOG00000010785	0	0	0	0	0	0
ENSRNOG00000010787	0	0	1	0	0	0
ENSRNOG00000010789	969.837	904.302	878.428	957.649	920.816	875.017
ENSRNOG00000010791	29	25	31	28	20	22
ENSRNOG00000010793	841	879	740	872	861	820
ENSRNOG00000010794	139.666	155.408	160.125	182.076	158.661	123.938
ENSRNOG00000010795	575	500	565	653	557	461
ENSRNOG00000010797	110.349	139.36	79.1959	103.326	101.315	121.67
ENSRNOG00000010798	14.0729	17.1117	16.1171	16.1033	14.07	10.0642
ENSRNOG00000010799	159	153	151	217	152	187
ENSRNOG00000010800	8062.0024	9044.0003	9351.002	9254.0029	8679.9996	8185.0045
ENSRNOG00000010802	164	124	149	171	145	133
ENSRNOG00000010803	5	4	0	1	1	3
ENSRNOG00000010804	0	0	0	0	0	0
ENSRNOG00000010805	124	152	203.9998	147	168	144
ENSRNOG00000010806	0	0	0	0	0	0
ENSRNOG00000010807	6291	7339	7497	7597	6975	6753
ENSRNOG00000010811	0	0	2	0	0	0
ENSRNOG00000010812	771.0002	725.9997	838.9996	754.0001	586.9998	730.9996
ENSRNOG00000010813	588	586	672	655	664	515
ENSRNOG00000010815	995	945	998	1034	998	942
ENSRNOG00000010816	4	2	1	4	1	2
ENSRNOG00000010819	479	428.0004	288.9998	356.9995	326.9997	379.9997
ENSRNOG00000010821	520	488	429	593	485	469
ENSRNOG00000010822	2	1	1	0	0	1
ENSRNOG00000010824	241	237	183	230.9996	208.9996	230.0005
ENSRNOG00000010825	544	645	546	656	586	642
ENSRNOG00000010827	714	649	707	721	600	673
ENSRNOG00000010830	43240	47822	47432	51156	45857	44048
ENSRNOG00000010832	45	29.7514	46.958	35	49.8748	38
ENSRNOG00000010833	2716.94	2475	1286	2368.98	1957.98	2818
ENSRNOG00000010834	19.4969	18.3564	29.5573	21.1733	25.547	30.175
ENSRNOG00000010835	11.4555	12.4291	18.4097	20.2267	15.4768	17.3814
ENSRNOG00000010838	1306	1332	1304	1558	1351	1271
ENSRNOG00000010839	26.738	43.726	42.6895	40.7448	31.2766	44.6482
ENSRNOG00000010840	216	173	405	260	246	191
ENSRNOG00000010841	34	46	49	43	46	38
ENSRNOG00000010843	256	199	202	221	200	204
ENSRNOG00000010846	548.896	502.885	551.87	625.899	471.879	444.83
ENSRNOG00000010849	1290	1274	1331	1418	1381	1267
ENSRNOG00000010852	1247	1185	1031	1210	1097	1101
ENSRNOG00000010853	42.9506	50.1522	71.033	49.3196	39.0604	49.7328
ENSRNOG00000010855	670.017	723.646	715.775	862.497	774.253	651.649
ENSRNOG00000010859	721	721	732	729	650	689
ENSRNOG00000010861	2469.02753	2693.9379	2356.68296	2269.87847	2051.29308	2573.28196
ENSRNOG00000010866	8	10	11	12	10	7
ENSRNOG00000010867	16.3158	11.2278	22.7329	4.82145	16.597	8.45013
ENSRNOG00000010868	7	9	12	10	11	9
ENSRNOG00000010870	3	1	0	1	0	0
ENSRNOG00000010872	6002	6245	6047	9698	5953	6172
ENSRNOG00000010873	1352	1350	1331	1690	1448	1485
ENSRNOG00000010875	174	264	208	257	263	319
ENSRNOG00000010877	420	328	406	447	378	343
ENSRNOG00000010880	82	66	122	152	129	111
ENSRNOG00000010881	9493.9971	8408.996	10671.9978	10871.0001	8909.0007	8236.0025
ENSRNOG00000010882	714	670	692	735	736	627
ENSRNOG00000010883	346	269	286	374	293	307
ENSRNOG00000010885	1	2	0	1	2	1
ENSRNOG00000010886	6	9	3.65838	7	8	6
ENSRNOG00000010887	272	292	362	332	257	233
ENSRNOG00000010888	45.00003	48	37	42	49	57
ENSRNOG00000010889	397.232	324.40928	371.99076	405.3776	362.25169	361.5582
ENSRNOG00000010890	1915	1710	1914	2007	2051	1660
ENSRNOG00000010891	470	568	498	419	370	521
ENSRNOG00000010892	914	810	823	1101	889	728
ENSRNOG00000010893	1	2	0	0	0	0
ENSRNOG00000010894	241	332	316	358	325	266
ENSRNOG00000010895	1770	1739	1805.995	1726	1642	1612
ENSRNOG00000010896	265	264	257	296	290	229
ENSRNOG00000010897	862.0004	834.9999	744.00000156045	863	785.9997	749.9995
ENSRNOG00000010898	0	0	0	0	0	0
ENSRNOG00000010899	16	30	7	9	11	11
ENSRNOG00000010902	1529	1503	1429	1606	1410	1436
ENSRNOG00000010903	0	3	2	1	1	3
ENSRNOG00000010905	4	2	1	6	7	1
ENSRNOG00000010906	0	0	0	0	0	0
ENSRNOG00000010910	563.147	547.9	525.977	575.884	473.187	470.501
ENSRNOG00000010911	53	32	60	76	60	43
ENSRNOG00000010912	1192	1302	1240	1343	1213	1185
ENSRNOG00000010914	249	254	261	305	258	247
ENSRNOG00000010915	1235	1081	1233	1252	1034	1099
ENSRNOG00000010917	73.5892	61.762	74.8902	92.4206	62.5917	52.7982
ENSRNOG00000010918	88.5003	131.348	125.49	112.27	129.433	150.006
ENSRNOG00000010919	112	119	91	115	95	91
ENSRNOG00000010921	620.667	614.329	560.906	509.526	561.357	558.585
ENSRNOG00000010922	472	469	415	460	449	467
ENSRNOG00000010929	38	27.00004	41	76	33	29
ENSRNOG00000010930	1059	1119	1005	1098	1032	1030
ENSRNOG00000010932	1	2	3	1	1	3
ENSRNOG00000010934	184	208	230	172	166	196
ENSRNOG00000010935	0	2	0	0	1	1
ENSRNOG00000010938	0	1	0	2.03663	1	2
ENSRNOG00000010940	380	367.00034	510.9998484	436.9996	405	369.9998
ENSRNOG00000010941	102	101.00001	156.0003	135.0004	122	92.00002
ENSRNOG00000010942	46	43	44	39	22	40
ENSRNOG00000010944	3048	2451	2504	2923	2860	2195
ENSRNOG00000010945	4926	4829	4381	4805	4259	4413
ENSRNOG00000010947	3227	2584	3684	3910	4137	2717
ENSRNOG00000010950	330.9998	274	405	404.00023	277	309
ENSRNOG00000010951	1099	1063	917	982	921	940
ENSRNOG00000010952	316.0002	317.0003	413	378.9995	306.0003	294.0003
ENSRNOG00000010953	707	657	680	742	687	592
ENSRNOG00000010957	298	272	293	280	229	266
ENSRNOG00000010958	3276	3356	3202	3265	3258	3121
ENSRNOG00000010959	371	318	325	390	339	289
ENSRNOG00000010960	2146	1981	1677	2150	2151	1918
ENSRNOG00000010963	21	16	27	42	35	14
ENSRNOG00000010964	5208.64	4252.06	4141.62	4517.74	4568.19	4308.9
ENSRNOG00000010966	26761	25906	16380	20842	19258	24762
ENSRNOG00000010967	1094	1081	1193	1232	1073	979
ENSRNOG00000010970	6	5	8	14	5	13
ENSRNOG00000010971	937	895	798	950	813	926
ENSRNOG00000010972	0	0	0	0	0	0
ENSRNOG00000010975	2551	1817	2403	2999	2377	1875
ENSRNOG00000010977	309	342	324	402	304	316
ENSRNOG00000010980	415	237	363	559	488	253
ENSRNOG00000010981	635	632	583	668	601	545
ENSRNOG00000010983	3.93704	4.23395	4.02302	1.01562	3.35132	3.13164
ENSRNOG00000010984	3869	3277	3890	3885	3616	3252
ENSRNOG00000010985	911.163	896.562	869.67	997.137	928.404	850.451
ENSRNOG00000010986	422.317	441.532	432.981	429.193	433.281	399.361
ENSRNOG00000010989	8500	8597	6529.9983	7043	7137	7463.00481
ENSRNOG00000010992	1303	1461	919	1161	1309	1398
ENSRNOG00000010993	531	579	603	626	600	539
ENSRNOG00000010994	40	41	39	26	33	37
ENSRNOG00000010996	1842	1506	1302	1476	1436	1708
ENSRNOG00000010997	52	51	50	50	50	43
ENSRNOG00000010999	449.3338	381.6712	430.0944	350.4728	319.6431	441.4147
ENSRNOG00000011000	23.00002	22.00001	40	59.00002	60	53.00002
ENSRNOG00000011001	0	0	0	0	0	0
ENSRNOG00000011006	3.02544	3.01539	3.01569	4.00234	4.06359	5.04597
ENSRNOG00000011007	2084	1615	2169	2354	2008	1649
ENSRNOG00000011008	641	678	690	780	561	607
ENSRNOG00000011009	164	121	141	183	121	169
ENSRNOG00000011011	4	4	2	2	2	4
ENSRNOG00000011014	1714	1766	1781	1729	1499	1678
ENSRNOG00000011015	941	660	805	939	876	665
ENSRNOG00000011016	136.0005	111.99975	153.0001	137	117.0005	122
ENSRNOG00000011019	57.4806	37.7742	82.0609	61.4316	39.2357	35.8174
ENSRNOG00000011020	3650	3737	3591	3671	3342	3518
ENSRNOG00000011022	0	0	1	0	1	0
ENSRNOG00000011024	365	383	397	358	338	364
ENSRNOG00000011025	376	390	440	449	373	327
ENSRNOG00000011026	2392	1742	2094	2297	2178	1900
ENSRNOG00000011027	968	1073	1004	1187	956	960
ENSRNOG00000011029	1416	1472	1422	1511	1379	1310
ENSRNOG00000011032	519	433	513	486	485	453
ENSRNOG00000011033	4	5	6	12	4	2
ENSRNOG00000011034	2	0	0	0	1	0
ENSRNOG00000011037	1	2	2	1	0	1
ENSRNOG00000011039	64	68	66	95	66	53
ENSRNOG00000011040	574.43	587.804	545.535	571.914	475.517	535.801
ENSRNOG00000011042	1	0	2	0	0	1
ENSRNOG00000011044	57	50	48	53	39	36
ENSRNOG00000011047	1035	1097	541	651	878	1012
ENSRNOG00000011052	4504	3839	3111	4547	3854	3689
ENSRNOG00000011053	412	332	347	412	398	373
ENSRNOG00000011054	186.9998	156.0002	180	172.0004	172.00007	201
ENSRNOG00000011057	4214	4276	4144	4500	3789	4030
ENSRNOG00000011058	2663	2346.001	2587	2719	2215.003	2315.004
ENSRNOG00000011059	398	336	382	386	319	374
ENSRNOG00000011060	1116	1153	1474	1639	1310	1207
ENSRNOG00000011063	364.99967	320.00031	345.0001	319	338.99946	318.0002
ENSRNOG00000011065	0	0	0	0	0	0
ENSRNOG00000011066	1968	1692	1911	1970	1671	1706
ENSRNOG00000011067	183.158	224.49	134.898	216.511	162.204	168.157
ENSRNOG00000011068	200.60887	232.4175	275.7806	222.0471	188.8645	226.5155
ENSRNOG00000011070	318	341	255	322	253	268
ENSRNOG00000011071	910.494	1050.71	865.072	1156.71	766.507	835.668
ENSRNOG00000011073	1323.28	1216.25	1225.14	1490.3	1209.09	1161.26
ENSRNOG00000011074	0	0	0	0	0	0
ENSRNOG00000011076	935.9996	813	979.00075	738.0005	861.99972	734.00061
ENSRNOG00000011077	3781	3195	2751	3686	3422	3195
ENSRNOG00000011078	233.295	230.729	553.696	1368.08	1075.58	853.057
ENSRNOG00000011081	0	0	0	0	0	0
ENSRNOG00000011082	0	0	0	0	0	0
ENSRNOG00000011091	0	0	0	0	0	0
ENSRNOG00000011092	0	0	0	0	0	0
ENSRNOG00000011093	672	759	688	861	731	638
ENSRNOG00000011094	264	210	51	107	152	263
ENSRNOG00000011096	297.18	405.343	292.437	419.011	231.291	398.9
ENSRNOG00000011100	0	0	0	0	0	1.00048
ENSRNOG00000011101	216	184	192	269	239	211
ENSRNOG00000011104	4390.67	5273.77	4973.66	5228.79	4766	4531.95
ENSRNOG00000011105	92	84	84	87	96	73
ENSRNOG00000011107	0	9	19	9.4069	9.40898	9
ENSRNOG00000011108	1	0	0	0	2	1
ENSRNOG00000011111	1838	1523	1409	1717	1517	1481
ENSRNOG00000011112	101	85	137	137	109	75
ENSRNOG00000011113	0	0	0	0	0	0
ENSRNOG00000011114	574	591	592	620	520	546
ENSRNOG00000011116	293	296	267	214	246	230
ENSRNOG00000011119	721.224	734.223	719.805	670.582	596.195	650.562
ENSRNOG00000011120	8.004	7.0005	13.0127	7.00836	2.0006	8.00283
ENSRNOG00000011124	101.245	151.095	116.505	92.9211	96.1567	76.3268
ENSRNOG00000011130	0	0	0	0	1	1
ENSRNOG00000011132	8	1	4	6	2	0
ENSRNOG00000011133	2	3	0	2	0	2
ENSRNOG00000011134	2460	1871	2995	2374	2888	1562
ENSRNOG00000011135	384	399	389	433	351	339
ENSRNOG00000011136	17	3	12	10	9	5
ENSRNOG00000011137	494	508	483	390	359	552
ENSRNOG00000011138	12896	13621	13123	13185	12441	13590.9
ENSRNOG00000011140	366	397	396	375	366	374
ENSRNOG00000011141	3	2.00000162898	1	1.00000039216	0	1.00000004542
ENSRNOG00000011142	2321.938	2197.211	2113.556	2410.649	1983.899	2146.739
ENSRNOG00000011144	0	1	3	1	5	1
ENSRNOG00000011145	97.00005	89	106.99977	75.99997	113.999630335187	93.00003
ENSRNOG00000011146	11408	11071	9931	11349	9305	12026
ENSRNOG00000011148	3902	3940	3491	3669	3217	3547
ENSRNOG00000011150	1505	1255	1488	1544	1594	1266
ENSRNOG00000011151	95	66	158	176	150	71
ENSRNOG00000011153	877	800	792	874	875	695
ENSRNOG00000011154	332.629	307.819	294.154	298.042	288.745	262.056
ENSRNOG00000011155	0	0	0	0	0	1.18796
ENSRNOG00000011156	14	14	25	16	16	14
ENSRNOG00000011157	3555	3338	3511	3451	3343	3052
ENSRNOG00000011158	2678	2620	2360	2995	2567	2387
ENSRNOG00000011161	263	258	360	352	251	214
ENSRNOG00000011162	93	130	112	135	92	113
ENSRNOG00000011164	987.759	1099.55	1187.01	1335.4	1179.53	1000.98
ENSRNOG00000011165	0	0	0	1	0	1
ENSRNOG00000011167	554	555	576	572	459	558
ENSRNOG00000011168	1574.00465	1621	1782.004	1918	1715	1624.00287
ENSRNOG00000011170	48.7475	78.2409	76.1905	100.558	84.7523	44.1769
ENSRNOG00000011171	2	3	2	1	0	0
ENSRNOG00000011174	1	0	2	0	1	1
ENSRNOG00000011175	7938	8117	7466	7526	7331	7934
ENSRNOG00000011177	10.6501	7.28527	2.84499	6.61259	6.93008	4.29699
ENSRNOG00000011178	1	1	1	0	0	0
ENSRNOG00000011180	226.1168	185.1363	218.1624	285.2983	243.0902	203.1255
ENSRNOG00000011181	1	2	2	3	1	3
ENSRNOG00000011182	2	1	0	0	2	0
ENSRNOG00000011184	9	4	14	9	4	5
ENSRNOG00000011189	606	579	551	731	644	527
ENSRNOG00000011191	0	0	0	0	0	0
ENSRNOG00000011193	43.0794	53.0868	58.0254	48.0508	53.0929	40.1693
ENSRNOG00000011194	2341	2483.005	2303.0044	2252.9993	1994.0015	2088.997
ENSRNOG00000011195	899	788	873	961	720	785
ENSRNOG00000011196	0	0	0	0	0	0
ENSRNOG00000011199	774	689	759	822	739	662
ENSRNOG00000011200	2	2	3	3	2	2
ENSRNOG00000011201	45	51	66	69	55	44
ENSRNOG00000011202	6.000004	3	2	3	2.000001	2
ENSRNOG00000011203	1019	892	843	1024	1024	794
ENSRNOG00000011205	18	11	10	30	16	13
ENSRNOG00000011207	0	0	0	0	0	0
ENSRNOG00000011208	472.9997	444.9999	800.0002	560.0003	481.9997	398.9997
ENSRNOG00000011211	1	1	3	0	2	1
ENSRNOG00000011213	346	328	336	323	289	276
ENSRNOG00000011214	1271	1236	1285	1512	1247	1284
ENSRNOG00000011216	831.601	796.991	829.614	909.274	749.963	744.954
ENSRNOG00000011222	5708	5960	3855	6208	5047	5442
ENSRNOG00000011225	0	10.8106	5.24367	0	0	1.47504
ENSRNOG00000011226	487.889	535	477.957	553.963	506.884	530.879
ENSRNOG00000011227	749	510	1049	948	1018	471
ENSRNOG00000011228	142.6156	170.6086	261.22	184.1863	150.7095	152.7922
ENSRNOG00000011231	1	1	1	3	1	2
